x,y
1440,0.9129944496
1441,0.8365895887
1442,-0.0089718819
1443,-0.8462846457
1444,-0.905527209
1445,-0.1322322325
1446,0.7626364488
1447,0.9563406961
1448,0.2707897178
1449,-0.6637240782
1450,-0.9880130177
1451,-0.4039273451
1452,0.5515272657
1453,0.999910252
1454,0.5289803639
1455,-0.4282916313
1456,-0.9917942758
1457,-0.643445837
1458,0.2964837369
1459,0.9638275304
1460,0.7450327374
1461,-0.1587417185
1462,-0.9165697704
1463,-0.8317078025
1464,0.0178224835
1465,0.8509668603
1466,0.9017362302
1467,0.1234534686
1468,-0.7683318427
1469,-0.9537164012
1470,-0.2622584987
1471,0.670318658
1472,0.9866079319
1473,0.3958144231
1474,-0.5588890408
1475,-0.9997524981
1476,-0.5214481192
1477,0.4362732557
1478,0.9928870113
1479,0.6366450277
1480,-0.3049254584
1481,-0.9661488842
1482,-0.7390994815
1483,0.1674745759
1484,0.9200732806
1485,0.8267608542
1486,-0.0266716887
1487,-0.8555824041
1488,-0.8978746029
1489,-0.1146650325
1490,0.7739670399
1491,0.9510173852
1492,0.2537067323
1493,-0.6768607202
1494,-0.9851255481
1495,-0.3876704902
1496,0.5662070285
1497,0.9995164164
1498,0.5138750206
1499,-0.4442206993
1500,-0.9939019569
1501,-0.6297943389
1502,0.3133432898
1503,0.968394543
1504,0.7331083193
1505,-0.1761943123
1506,-0.9235047057
1507,-0.8217491316
1508,0.0355188043
1509,0.8601309154
1510,0.8939426295
1511,0.1058676127
1512,-0.779541599
1513,-0.9482438596
1514,-0.2451350888
1515,0.6833497522
1516,0.9835659824
1517,0.3794961844
1518,-0.5734806555
1519,-0.9992020254
1520,-0.5062616612
1521,0.4521333395
1522,0.9948390331
1523,0.6228943075
1524,-0.3217365717
1525,-0.9705643307
1526,-0.72705972
1527,0.1849002442
1528,0.9268637767
1529,0.8166730273
1530,-0.0443631371
1531,-0.8646120378
1532,-0.8899406183
1533,-0.0970618985
1534,0.7850550832
1535,0.9453960418
1536,0.2365442396
1537,-0.6897852457
1538,-0.9819293572
1539,-0.3712921461
1540,0.5807093518
1541,0.9988093497
1542,0.4986086377
1543,-0.4600105563
1544,-0.9956981664
1545,-0.6159454741
1546,0.3301046464
1547,0.9726580774
1548,0.7209541577
1549,-0.1935916898
1550,-0.9301502305
1551,-0.8115329388
1552,0.0532039942
1553,0.8690254203
1554,0.8858688827
1555,0.0882485798
1556,-0.7905070605
1557,-0.9424741549
1558,-0.2279348578
1559,0.6961666964
1560,0.9802158005
1561,0.3630590181
1562,-0.5878925512
1563,-0.9983384201
1564,-0.4909165496
1565,0.4678517326
1566,0.9964792895
1567,0.6089483831
1568,-0.3384468584
1569,-0.9746756191
1570,-0.7147921106
1571,0.202267968
1572,0.9333638096
1573,0.8063292691
1574,-0.0620406828
1575,-0.8733707171
1576,-0.8817277418
1577,-0.079428347
1578,0.7958971037
1579,0.9394784277
1580,0.2193076179
1581,-0.7024936044
1582,-0.9784254466
1583,-0.3547974454
1584,0.5950296909
1585,0.9977892735
1586,0.4831859996
1587,-0.475656254
1588,-0.9971823412
1589,-0.6019035827
1590,0.346762554
1591,0.9766167977
1592,0.7085740615
1593,-0.2109283991
1594,-0.9365042623
1595,-0.8010624257
1596,0.0708725108
1597,0.8776475877
1598,0.8775175199
1599,0.0706018912
1600,-0.8012247907
1601,-0.9364090951
1602,-0.2106631959
1603,0.708765474
1604,0.9765584358
1605,0.3465080753
1606,-0.6021202116
1607,-0.9971619528
1608,-0.4754175933
1609,0.483423509
1610,0.9978072665
1611,0.5948116248
1612,-0.3550510817
1613,-0.978481461
1614,-0.7023004977
1615,0.2195723045
1616,0.9395713425
1617,0.7957328213
1618,-0.0796987861
1619,-0.8818556971
1620,-0.873238547
1621,-0.061769904
1622,0.8064897039
1623,0.9332663974
1624,0.2020022691
1625,-0.7149818138
1626,-0.9746149144
1627,-0.3381915573
1628,0.6091635579
1629,0.9964565073
1630,0.4676119393
1631,-0.4911528892
1632,-0.9983540164
1633,-0.5876730651
1634,0.3633117921
1635,0.9802694631
1636,0.6959719105
1637,-0.228199007
1638,-0.9425648098
1639,-0.7903408734
1640,0.0885188172
1641,0.8859947155
1642,0.8688911583
1643,0.0529330773
1644,-0.8116914309
1645,-0.9300505808
1646,-0.1933255159
1647,0.7211421368
1648,0.9725950346
1649,0.329848543
1650,-0.6161591779
1651,-0.9956729922
1652,-0.4597696492
1653,0.4988437889
1654,0.998822548
1655,0.5804884628
1656,-0.3715440381
1657,-0.9819806638
1658,-0.6895887959
1659,0.2368078308
1660,0.9454844299
1661,0.7848870045
1662,-0.0973319131
1663,-0.8900643187
1664,-0.8644756944
1665,-0.0440921034
1666,0.8168295641
1667,0.9267618974
1668,0.1846336162
1669,-0.7272459603
1670,-0.9704989547
1671,-0.3214796859
1672,0.6231065236
1673,0.9948114689
1674,0.4518913375
1675,-0.5064956056
1676,-0.9992128247
1677,-0.5732583809
1678,0.3797471746
1679,0.9836149291
1680,0.6831516539
1681,-0.2453981013
1682,-0.9483299739
1683,-0.7793716419
1684,0.1061373834
1685,0.8940641879
1686,0.8599925013
1687,0.035247675
1688,-0.8219037011
1689,-0.9234006048
1690,-0.175927251
1691,0.7332928061
1692,0.968326839
1693,0.3130856418
1694,-0.6300050506
1695,-0.9938720049
1696,-0.4439776213
1697,0.5141077397
1698,0.9995248158
1699,0.5659833858
1700,-0.387920559
1701,-0.9851721308
1702,-0.6766609889
1703,0.2539691456
1704,0.9511012189
1705,0.7737952178
1706,-0.114934538
1707,-0.8979940096
1708,-0.8554419301
1709,-0.0264004851
1710,0.8269134441
1711,0.9199669663
1712,0.1672071023
1713,-0.7392822004
1714,-0.9660788575
1715,-0.3046670683
1716,0.6368542185
1717,0.9928546738
1718,0.4360291208
1719,-0.521679595
1720,-0.999758497
1721,-0.5586640475
1722,0.3960635509
1723,0.9866521471
1724,0.6701173094
1725,-0.2625202921
1726,-0.9537979478
1727,-0.7681581689
1728,0.1237226879
1729,0.901853476
1730,0.8508243374
1731,0.0175512268
1732,-0.8318584008
1733,-0.916461251
1734,-0.1584738535
1735,0.7452136741
1736,0.9637551864
1737,0.296224625
1738,-0.6436534906
1739,-0.9917595553
1740,-0.4280464585
1741,0.5292105781
1742,0.9999138498
1743,0.5513009394
1744,-0.4041755123
1745,-0.9880548619
1746,-0.6635211281
1747,0.2710508709
1748,0.9564199492
1749,0.762460937
1750,-0.1325011444
1751,-0.9056422847
1752,-0.846140085
1753,-0.0087005933
1754,0.8367381838
1755,0.9128837335
1756,0.1497281887
1757,-0.7510867623
1758,-0.9613560079
1759,-0.2877589733
1760,0.6504023343
1761,0.9905867352
1762,0.4200302601
1763,-0.5367000991
1764,-0.9999908622
1765,-0.5438946384
1766,0.4122558077
1767,0.9893801654
1768,0.6568729618
1769,-0.2795602136
1770,-0.9589670178
1771,-0.7567039684
1772,0.1412692199
1773,0.9093601389
1774,0.8413895399
1775,-0.0001507218
1776,-0.8415524106
1777,-0.9092346941
1778,-0.140970793
1779,0.756901005
1780,0.9588815097
1781,0.2792707765
1782,-0.6571002207
1783,-0.9893363054
1784,-0.4119811534
1785,0.5441475711
1786,0.9999895281
1787,0.5364457247
1788,-0.420303804
1789,-0.9906279537
1790,-0.6501733313
1791,0.2880476535
1792,0.9614389541
1793,0.7508877141
1794,-0.1500262273
1795,-0.9130067472
1796,-0.8365730743
1797,0.0090020251
1798,0.8463007041
1799,0.9055144187
1800,0.1322023528
1801,-0.7626559466
1802,-0.9563318859
1803,-0.2707606996
1804,0.6637466252
1805,0.9880083638
1806,0.4038997691
1807,-0.5515524106
1808,-0.9999098477
1809,-0.5289547821
1810,0.4283188707
1811,0.9917981291
1812,0.6434227615
1813,-0.2965125257
1814,-0.9638355642
1815,-0.7450126299
1816,0.1587714805
1817,0.916581824
1818,0.8316910655
1819,-0.0178526231
1820,-0.8509826923
1821,-0.9017231988
1822,-0.1234235548
1823,0.7683511363
1824,0.9537073361
1825,0.2622294093
1826,-0.670341027
1827,-0.9866030146
1828,-0.3957867405
1829,0.5589140375
1830,0.999751827
1831,0.5214223973
1832,-0.4363003798
1833,-0.9928905998
1834,-0.6366217813
1835,0.304954167
1836,0.9661566606
1837,0.7390791761
1838,-0.1675042945
1839,-0.9200850892
1840,-0.8267438961
1841,0.0267018224
1842,0.8555980084
1843,0.8978613314
1844,0.1146350869
1845,-0.7739861278
1846,-0.951008066
1847,-0.2536775742
1848,0.6768829095
1849,0.9851203677
1850,0.387642703
1851,-0.5662318751
1852,-0.9995154786
1853,-0.5138491606
1854,0.444247706
1855,0.9939052804
1856,0.6297709236
1857,-0.313371916
1858,-0.9684020612
1859,-0.7330878174
1860,0.1762239849
1861,0.9235162682
1862,0.8217319535
1863,-0.0355489296
1864,-0.8601462908
1865,-0.893929119
1866,-0.1058376377
1867,0.7795604796
1868,0.9482342871
1869,0.2451058641
1870,-0.68337176
1871,-0.9835605395
1872,-0.3794682948
1873,0.57350535
1874,0.999200821
1875,0.5062356651
1876,-0.4521602266
1877,-0.9948420912
1878,-0.6228707251
1879,0.3217651131
1880,0.9705715903
1881,0.7270390234
1882,-0.1849298687
1883,-0.9268750924
1884,-0.8166556306
1885,0.0443932518
1886,0.8646271832
1887,0.8899268698
1888,0.0970318964
1889,-0.785073755
1890,-0.9453862167
1891,-0.2365149506
1892,0.6898070703
1893,0.981923652
1894,0.3712641564
1895,-0.5807338924
1896,-0.9988078787
1897,-0.4985825076
1898,0.4600373217
1899,0.995700959
1900,0.6159217265
1901,-0.3301331009
1902,-0.9726650778
1903,-0.7209332678
1904,0.1936212638
1905,0.9301612984
1906,0.8115153249
1907,-0.0532340958
1908,-0.8690403344
1909,-0.8858548973
1910,-0.088218553
1911,0.7905255221
1912,0.9424640779
1913,0.2279055068
1914,-0.6961883361
1915,-0.9802098335
1916,-0.3630309304
1917,0.5879169359
1918,0.9983366827
1919,0.4908902874
1920,-0.4678783742
1921,-0.9964818163
1922,-0.608924472
1923,0.3384752236
1924,0.9746823597
1925,0.7147710292
1926,-0.2022974892
1927,-0.9333746289
1928,-0.8063114393
1929,0.0620707691
1930,0.8733853987
1931,0.8817135205
1932,0.0793982978
1933,-0.7959153537
1934,-0.9394680996
1935,-0.2192782073
1936,0.7025150575
1937,0.9784192183
1938,0.354769262
1939,-0.5950539177
1940,-0.9977872697
1941,-0.4831596074
1942,0.4756827697
1943,0.9971846021
1944,0.6018795101
1945,-0.3467908278
1946,-0.9766232779
1947,-0.7085527902
1948,0.2109578651
1949,0.9365148322
1950,0.8010443815
1951,-0.0709025793
1952,-0.8776620357
1953,-0.877503064
1954,-0.0705718221
1955,0.8012428276
1956,0.9363985167
1957,0.210633728
1958,-0.7087867389
1959,-0.9765519467
1960,-0.3464797984
1961,0.6021442787
1962,0.9971596829
1963,0.4753910732
1964,-0.4834498968
1965,-0.9978092612
1966,-0.5947873925
1967,0.3550792618
1968,0.9784876804
1969,0.7022790382
1970,-0.2196017131
1971,-0.939581662
1972,-0.795714564
1973,0.0797288345
1974,0.8818699103
1975,0.8732238575
1976,0.0617398172
1977,-0.8065075263
1978,-0.9332555695
1979,-0.201972746
1980,0.7150028887
1981,0.974608165
1982,0.338163189
1983,-0.6091874634
1984,-0.9964539714
1985,-0.4675852935
1986,0.4911791469
1987,0.9983557448
1988,0.5876486751
1989,-0.3633398764
1990,-0.9802754212
1991,-0.6959502645
1992,0.2282283559
1993,0.9425748783
1994,0.7903224046
1995,-0.0885488432
1996,-0.8860086929
1997,-0.8688762364
1998,-0.0529029752
1999,0.8117090374
2000,0.9300395044
